attr,price,title,link,postbody,location,postdate
"
           1997 audi a4
   
           condition: good
           cylinders: 4 cylinders
           fuel: gas
           paint color: blue
           size: compact
           title status: clean
           transmission: manual
           type: sedan
   ",2250,1997 Audi a 4 4dr automatic,http://sfbay.craigslist.org//sfc/cto/5808576679.html,"
1997 Audi  a4 automatic look and runs good 2250. 
 show contact info
    ", (San Francisco),2016-10-01T14:50:13-0700
"
           1995 jeep grand cherokee
   
           condition: good
           drive: 4wd
           fuel: gas
           odometer: 174000
           paint color: black
           size: full-size
           title status: clean
           transmission: automatic
           type: SUV
   ",1500,1995 Jeep Grand Cherokee Laredo,http://sfbay.craigslist.org//sfc/cto/5796134553.html,"
1995 JEEP Grand Cherokee 4WD Laredo 4 cyl, $1,500 AS IS.  It runs, passed smog and comes with a clean title. It also has an engine kill feature that came installed with the dealership when purchased out the lot. Also included is a multi disc CD changer and a ski rack with key lock option. 174,000 miles. Registration is ready to be renewed by November.

My baby will need some work. It drives but will need a crank pully replacement and transmission is acting up and may need some work on it.

My mechanic shop can provide more details about the crank pully issue. I wish I know more about cars but I don't. Time to give up my baby to someone that can take good care of it for me and knows more about cars to give it more life.

A/C, heater, and radio works.
Power window and power locks work with one exception (power door lock for driver door works intermittently).

I have spent over $800 in the past few weeks. It comes with the following NEW maintenance:

-Brand New Battery, replaced 2 months ago.
-Replaced New radiator -- 2 weeks ago
-Replaced New break pads (using the best, ceramic) a week ago.
-Oil changed a week ago.
-Had passenger seat detailed a month ago
-New window wiper blades

If interested in setting up a time to chat and see the suv, please leave your name and a contact number.

Thank you.
    ",,2016-09-23T15:23:56-0700
"
           1957 Chevy Bel Air
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",55000,~~1957 Bel Air Lowrider~~,http://sfbay.craigslist.org//sfc/cto/5802297396.html,"
1957 Bel Air Lowrider.....Under 500 miles since complete rebuild
Frame off completely reinforced,molded,painted,and patterned frame.Painted Belly.Reinforced,molded,and chrome suspension which includes a 4 linked Lincoln Versailles rear end.Slotted disk brakes all the way around.Stainless hardlined fuel,hydraulic and brake lines all the way around.Real triple stamped 72 spoke Daytons with real chrome Dayton adapters and knock offs wrapped in Tigerpaws with less than 200 miles on them.1.5"" tuck in front with unbreakable ball joints.Custom reinforced motormounts.Mild cam in the original rebuilt 283.Polished stainless exhaust.Continental kit with all trim.Visor with trim and hardware(not installed but painted) comes with.Lightly patterned pearls on top and continental kit.CPP power brakes.Power steering.Chrome Edelbrock intake and Carb along with misc. other chrome parts.MSD ignition.Chrome shorty headers.Billet steering wheel(also has a mini OG steering wheel)Becool radiator.Electric chrome fan.Ididit tilt column.Chrome pedals.Floor mats.All new interior from top to bottom.OG looking radio that plays mp3,iphone,and usb.Alpine 6"" in kickpanels,6x9"" in package tray,and 12"" in trunk.Dakota digital dash.All new paint with freshly polished stainless,chrome,and gold trim.Custom Pitbull tank 2 pump set up all hardlined with 4 Adex's.......Too much to post...completely customized....Looking for 55K or trade for Tri-5 Verts Impala Verts or other rides,or anything worth similar to above value.

I DO NOT NEED HELP SELLING THIS VEHICLE,PLEASE DO NOT CONTACT ME WITH ANY SPAM
https://www.youtube.com/watch?v=_Blw5UfVFxU

https://www.youtube.com/watch?v=-U8YGVGTkUQ

Call and leave message or text

Seven1Nine65Zero161Seven

Keywords bel Air Impala Lowrider Wire rims Dayton Adex Chrome Undercarriage Showcar Digital Dash Continental kit disk Brakes Hardlined Wrapped frame reinforced pitbull Hydraulics Airbags Visor Ididit tilt steering Patterns Custom Classic 283    ", (glen park),2016-09-27T15:41:40-0700
"
           2002 bmw m3 convertible
   
           condition: excellent
           cylinders: 6 cylinders
           fuel: gas
           odometer: 163000
           title status: clean
           transmission: manual
   ",7500,2002 BMW M3...SMOG COMPLETE... $7500 o.b.o,http://sfbay.craigslist.org//sfc/cto/5811817331.html,"
***PLEASE READ AD/ NOTHING IS WRONG WITH MY CAR***
MY 2002 BMW E46 M3 CONVERTIBLE IS UP FOR SALE $8500 OR BEST OFFER or U CAN GET TODAY FOR $7500 CASH ...
MY CAR HAS NO PROBLEMS OR ISSUES, U CAN LOOK AT IT AND SEE HOW CLEAN IT IS AND IT DOES RUNS EXCELLENT LIKE IT'S BRAND NEW, SO WITH THAT SAID MY PRICE IS ONLY FLEXIBLE TO THE SERIOUS BUYER, SO PLEASE DONT CONTACT ME PLAYING GAMES OR ASKING ME STUPID QUESTIONS (THIS CAR IS MINES WITH PINK IN HAND)
SERIOUS BUYER CAN CONTACT ME @
 show contact info
.. TO SET UP A TIME TO CHECK THE OUT AND IF YOU LIKE IT (LETS COMPLETE THE DEAL ON THE SPOT)... ""AND CAR IS TO FACTORY SPECS ON MOTOR/TRANSMISSION""...

*CLEAN TITLE (NOT SALVAGE)...
*9/2016 REG EXPIRED ($111 2017 REG)...
*3.2L V6 WITH 333 HP...
*SMOG IS COMPLETE...
*SMG 6 SPEED PADDLE SHIFT CONTROL TRANSMISSION/ WITH 6 SPEED AUTOMATIC/ MANUAL SHIFTER
*BRAND NEW 20in RIMS/ BRAND NEW TIRES WITH LOWERING PACKAGE...
*FULL TUNE-UP AND ALL FLUIDS CHANGED...
*NEW BRAKES (FRONT & BACK)
*CUSTOM EXHAUST SYSTEM...
*NO STAINS OR DAMAGE TO LEATHER INTERIOR...
*NO DENTS OR SCRATCH'S TO BODY AND PAINT...
*CONVERTIBLE TOP HAS NO ISSUES OR DAMAGE...
*6 DISC CD CHANGER / NAVIGATION IN-DASH FACTORY RADIO...
*FULLY LOADED AND EVERY THING DOES WORK EXCELLENT...
*CRUISE CONTROLS / WITH SPEED +- CONTROL AND POWER (FRONT & BACK) WINDOWS...
*AC/HEATER WORKS GREAT...
*NO OVER HEATING, NO SCRAPPING FROM RIMS, NO ODD NOISES FROM CAR, NO SMOKING, NO SHAKING, NO PROBLEMS...
    ", (San jose ca),2016-10-03T18:27:40-0700
"
           2006 chrysler town & country
   
           fuel: gas
           title status: salvage
           transmission: automatic
   ",2400,2006 Town & Country,http://sfbay.craigslist.org//sfc/cto/5808744070.html,"
2006 Town & Country Van

Clean interior

143xxx miles register ntill 04/2017

Runs good

Crack on winshiel

Smogged (pass)

Title on hand

Good tires

Ac , heater

Any more questioms call @ 650.....219.....03.....42

Se habla español    ", (excelsior / outer mission),2016-10-01T17:08:19-0700
"
           2006 honda accord
   
           fuel: gas
           title status: salvage
           transmission: automatic
   ",6200,2006 HONDA ACCORD,http://sfbay.craigslist.org//sfc/cto/5803634199.html,"
** 2006 HONDA ACCORD ** V6 **

** TOP OF THE LINE **

** KBB VALUE 7000 **

** SUNROOF ** LEATHER SEATS **

** MINT CONDITION ** 100K MILES **

** SMOGGED & REGISTERED 2017 **

** SERIOUS CALLERS PLEASE **

** CALL ME AT 
 show contact info
**    ", (SF BAY AREA),2016-09-28T12:34:31-0700
"
           2006 honda accord
   
           fuel: gas
           title status: salvage
           transmission: automatic
   ",6200,2006 HONDA ACCORD 100K LOW MILES,http://sfbay.craigslist.org//sfc/cto/5795333010.html,"
** 2006 HONDA ACCORD ** V6 **

** TOP OF THE LINE ** 

** KBB VALUE 7000 **

** SUNROOF ** LEATHER SEATS **

** MINT CONDITION ** 100K MILES **

** SMOGGED & REGISTERED 2017 **

** SERIOUS CALLERS PLEASE **

** CALL ME AT 
 show contact info
**    ", (SF BAY AREA),2016-09-23T08:13:26-0700
"
           1995 nissan sentra
   
           condition: like new
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           paint color: blue
           title status: clean
           transmission: automatic
   ",1950,Nissan sentra 1995 very clean condition,http://sfbay.craigslist.org//sfc/cto/5811917487.html,"
I'm selling my grand  mama car it has 87'000 mills on it  org smoge certificate in hand ac work 
Heater work am fm very very clean  please call  
 show contact info
.    ", (Concord),2016-10-03T20:03:38-0700
"
           2001 Honda civic 4 door sedan
   
           condition: excellent
           fuel: gas
           odometer: 136654
           paint color: green
           size: mid-size
           title status: clean
           transmission: automatic
           type: coupe
   ",4500,Honda civic 2001 $4500,http://sfbay.craigslist.org//sfc/cto/5811919275.html,"
For sale Honda civic 2001 $4500 have 136,654  millas excelent conditin 
 show contact info
    ", (bayview),2016-10-03T20:05:34-0700
"
           1972 Chevy el camino
   
           fuel: gas
           title status: clean
           transmission: automatic
   ","
  
    
    hide this posting
  
  
    
    unhide
  
",1972 El camino,http://sfbay.craigslist.org//sfc/cto/5811920050.html,"
For sale 72 Chevy el camino running and driving.
350 engine and transmission 
Lots of new parts 
NEw exhaust 
Needs Paint 
Solid car 
Any questions call or text 
1-209-38-8185
Price 4800 no trades please 

Chevy impala c10 truck gmc hot rod patina    ",,2016-10-03T20:06:24-0700
"
           1997 ford thunderbird
   
           fuel: gas
           title status: salvage
           transmission: automatic
   ",800,4.6 thunderbird 97,http://sfbay.craigslist.org//sfc/cto/5800882249.html,"
I have a 97 ford thunderbird . Car drives smooth shifts greats and handles even better. Car has a bunch of new parts as you can see Alternator, radiator , fan belt valve covers .The registration is good till June of 2017. . no low ballers cash only , no negotiation over the phone . come to drive the car  600 bucks in hand takes it Any questions call 
 show contact info
selling it without smog owners responsible for smog no offers till you drive this car    ",,2016-09-26T18:46:22-0700
"
           1991 chevrolet
   
           condition: good
           cylinders: 6 cylinders
           drive: rwd
           fuel: gas
           title status: clean
           transmission: automatic
           type: pickup
   ",2000,1991 Chevy S 10,http://sfbay.craigslist.org//sfc/cto/5811921201.html,"
Selling my 1991 Chevy S 10 pick up 4.3 fuel injection  it's a great work truck if you're looking for work truck I just flushed out the radiator , transmission fluid replaced alternator replaced the fuel filter fuel pump A/C been recharged and power door lock it's been smog till December registration is current 2,000    ",,2016-10-03T20:07:38-0700
"
           1997 ford mustang
   
           fuel: gas
           title status: clean
           transmission: manual
   ",2200,97 ford mustang  GT4.6,http://sfbay.craigslist.org//sfc/cto/5785438189.html,"
I have a mustang gt . Car idels great suspension is real smooth manuel transmition . Tags are good till 2017 july questions call me cesar 
 show contact info
no low offers no over the phone negotioan come look at the car then make a deal

    ",,2016-09-16T20:47:47-0700
"
           2006 Toyota highlander
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",10499,2006 Toyota Highlander low miles smoged reliable,http://sfbay.craigslist.org//sfc/cto/5811924085.html,"
2096 Toyota Highlander. Clean clear title. Passed smog. Low 92,000 miles runs and drives in great shape. Newer tires. Reliable and turn key. Ice cold at. (415)854-564four. Credit cards accepted. Vin#761716    ", (ingleside / SFSU / CCSF),2016-10-03T20:10:55-0700
